filename	dirname	run_id	run
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_432.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_477.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_146.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_103.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_91.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_247.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_29.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_202.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_51.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_14.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_186.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_557.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_512.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_287.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_322.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_367.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
FAL55789_ae16cc89a62e556a9d497c7cbd6e22611003de9a_88.fast5	/mnt/picea/storage/data/spruce/nstreet/spruce-pine-ont/Pine_cDNA_data/pine_cDNA20191119/pine19nov/20191119_1530_MN32437_FAL55789_a62aa8f3/fast5	ae16cc89a62e556a9d497c7cbd6e22611003de9a	pine1
